analysis_version,analysis_status,sensitivity_family,scenario,metric,scenario_total_N,numerator,denominator,missing_or_unavailable_n,proportion,observed_fraction_of_scenario_total,wilson95_low,wilson95_high,positive_paper_ids,available_paper_ids
WP9.8-R1-AUTHOR-VERIFIED-2026-08-01,author_verified_wp9_8_r1_controlled_integration,corpus_scope,main_claim_eligible,explicit_cross_site_testing,57,1,55,2,0.018,0.018,0.003,0.096,ESR_Wu2025_042,Arafath2025_MalayBasinML;Attanasi2025_ResourceML;Baek2023_WellboreLeakage;Crain2023_MonitoringHistory;Diplas2026_DOEInjection;ESR_Chan2024_124;ESR_Chen2024_119;ESR_Falola2024_123;ESR_Hassani2024_118;ESR_Kadeethum2024_128;ESR_Kanakaki2025_045;ESR_Lozano2025_215;ESR_Meng2025_211;ESR_Nunez2023_166;ESR_Park2025_223;ESR_Pawar2023_168;ESR_RefNone_173;ESR_Tang2022_226;ESR_Tang2024_135;ESR_Tariq2023_174;ESR_Um2024_091;ESR_Um2024_104;ESR_Wang2024_089;ESR_Wu2025_042;ESR_Zhang2025_115;ESR_Zhang2025_178;ESR_Zheng2025_207;ESR_Zhou2026_127;Gahlot2025_DigitalShadow;Han2024_HierarchicalMCMC;Jiang2024_DSIHistoryMatching;Leong2024_SeisCO2Net;Lin2020_PressureLeakage;Lu2022_BayesianOptimization;Lu2025_GISMLSite;Mo2018_EncoderDecoderUQ;Nassabeh2024_OffshoreSite;Seabra2024_AIEnhancedDA;Shokouhi2021_PhysicsInformedSite;TARGET_DRLGeoRisk2026_214483;TARGET_JointInversion2023_2022JB025372;Tang2022_DLDataAssimilationForecasting;Tang2024_GNNFaulted;Teng2024_LikelihoodFreeDA;VoThanh2026_DigitalTwinGNN;Wang2025_4DHistoryMatching;Wen2021_CCSNet;Wen2021_PlumeDNN;Wen2022_UFNO;Wen2023_NestedFNO;Witte2023_WNO;Yan2021_RobustDLWorkflow;Yin2022_XAILeakage;Zhang2021_LearningInversionFreeForecast;Zhong2019_PressureAnomaly
WP9.8-R1-AUTHOR-VERIFIED-2026-08-01,author_verified_wp9_8_r1_controlled_integration,corpus_scope,main_claim_eligible,uncertainty_calibration_or_posterior_check,57,13,47,10,0.277,0.228,0.169,0.418,Crain2023_MonitoringHistory;ESR_Lozano2025_215;ESR_Tang2022_226;Gahlot2025_DigitalShadow;Han2024_HierarchicalMCMC;Jiang2024_DSIHistoryMatching;Mo2018_EncoderDecoderUQ;Seabra2024_AIEnhancedDA;Tang2022_DLDataAssimilationForecasting;Teng2024_LikelihoodFreeDA;VoThanh2026_DigitalTwinGNN;Wang2025_4DHistoryMatching;Zhang2021_LearningInversionFreeForecast,Arafath2025_MalayBasinML;Attanasi2025_ResourceML;Crain2023_MonitoringHistory;Diplas2026_DOEInjection;ESR_Chan2024_124;ESR_Chen2024_119;ESR_Falola2024_123;ESR_Hassani2024_118;ESR_Kadeethum2024_128;ESR_Kanakaki2025_045;ESR_Lozano2025_215;ESR_Meng2025_211;ESR_Nunez2023_166;ESR_Park2025_223;ESR_Pawar2023_168;ESR_RefNone_173;ESR_Tang2022_226;ESR_Tang2024_135;ESR_Tariq2023_174;ESR_Um2024_091;ESR_Um2024_104;ESR_Wang2024_089;ESR_Zhang2025_115;ESR_Zhang2025_178;ESR_Zheng2025_207;ESR_Zhou2026_127;Gahlot2025_DigitalShadow;Han2024_HierarchicalMCMC;Jiang2024_DSIHistoryMatching;Lu2022_BayesianOptimization;Lu2025_GISMLSite;Mo2018_EncoderDecoderUQ;Nassabeh2024_OffshoreSite;Seabra2024_AIEnhancedDA;Shokouhi2021_PhysicsInformedSite;Tang2022_DLDataAssimilationForecasting;Tang2024_GNNFaulted;Teng2024_LikelihoodFreeDA;VoThanh2026_DigitalTwinGNN;Wang2025_4DHistoryMatching;Wen2021_PlumeDNN;Wen2022_UFNO;Witte2023_WNO;Yan2021_RobustDLWorkflow;Yin2022_XAILeakage;Zhang2021_LearningInversionFreeForecast;Zhong2019_PressureAnomaly
WP9.8-R1-AUTHOR-VERIFIED-2026-08-01,author_verified_wp9_8_r1_controlled_integration,corpus_scope,main_claim_eligible,surrogate_error_propagation,57,4,20,37,0.200,0.070,0.081,0.416,Diplas2026_DOEInjection;Han2024_HierarchicalMCMC;Lu2022_BayesianOptimization;Wang2025_4DHistoryMatching,Attanasi2025_ResourceML;Baek2023_WellboreLeakage;Diplas2026_DOEInjection;ESR_Chan2024_124;ESR_Chen2024_119;ESR_Lozano2025_215;ESR_Meng2025_211;ESR_Tang2022_226;ESR_Wu2025_042;ESR_Zheng2025_207;Han2024_HierarchicalMCMC;Lu2022_BayesianOptimization;Mo2018_EncoderDecoderUQ;Seabra2024_AIEnhancedDA;TARGET_DRLGeoRisk2026_214483;Tang2022_DLDataAssimilationForecasting;Teng2024_LikelihoodFreeDA;Wang2025_4DHistoryMatching;Wen2021_CCSNet;Wen2023_NestedFNO
WP9.8-R1-AUTHOR-VERIFIED-2026-08-01,author_verified_wp9_8_r1_controlled_integration,corpus_scope,main_claim_eligible,any_physical_diagnostic_checked,57,23,42,15,0.548,0.404,0.399,0.688,Baek2023_WellboreLeakage;Crain2023_MonitoringHistory;Diplas2026_DOEInjection;ESR_Chan2024_124;ESR_Kanakaki2025_045;ESR_Tang2022_226;ESR_Tang2024_135;ESR_Um2024_091;ESR_Zheng2025_207;Han2024_HierarchicalMCMC;Jiang2024_DSIHistoryMatching;Leong2024_SeisCO2Net;Mo2018_EncoderDecoderUQ;TARGET_DRLGeoRisk2026_214483;Tang2024_GNNFaulted;VoThanh2026_DigitalTwinGNN;Wen2021_CCSNet;Wen2021_PlumeDNN;Wen2022_UFNO;Wen2023_NestedFNO;Yan2021_RobustDLWorkflow;Yin2022_XAILeakage;Zhong2019_PressureAnomaly,Arafath2025_MalayBasinML;Attanasi2025_ResourceML;Baek2023_WellboreLeakage;Crain2023_MonitoringHistory;Diplas2026_DOEInjection;ESR_Chan2024_124;ESR_Chen2024_119;ESR_Hassani2024_118;ESR_Kanakaki2025_045;ESR_Meng2025_211;ESR_RefNone_173;ESR_Tang2022_226;ESR_Tang2024_135;ESR_Um2024_091;ESR_Um2024_104;ESR_Wang2024_089;ESR_Zheng2025_207;ESR_Zhou2026_127;Gahlot2025_DigitalShadow;Han2024_HierarchicalMCMC;Jiang2024_DSIHistoryMatching;Leong2024_SeisCO2Net;Lin2020_PressureLeakage;Lu2022_BayesianOptimization;Lu2025_GISMLSite;Mo2018_EncoderDecoderUQ;Nassabeh2024_OffshoreSite;TARGET_DRLGeoRisk2026_214483;TARGET_JointInversion2023_2022JB025372;Tang2022_DLDataAssimilationForecasting;Tang2024_GNNFaulted;Teng2024_LikelihoodFreeDA;VoThanh2026_DigitalTwinGNN;Wang2025_4DHistoryMatching;Wen2021_CCSNet;Wen2021_PlumeDNN;Wen2022_UFNO;Wen2023_NestedFNO;Yan2021_RobustDLWorkflow;Yin2022_XAILeakage;Zhang2021_LearningInversionFreeForecast;Zhong2019_PressureAnomaly
WP9.8-R1-AUTHOR-VERIFIED-2026-08-01,author_verified_wp9_8_r1_controlled_integration,corpus_scope,main_claim_eligible,red_zone_recode_criticality,57,0,0,57,,0.000,,,,
WP9.8-R1-AUTHOR-VERIFIED-2026-08-01,author_verified_wp9_8_r1_controlled_integration,corpus_scope,all_verified_primary,synthetic_led_evidence,70,55,68,2,0.809,0.786,0.700,0.885,Baek2023_WellboreLeakage;Crain2023_MonitoringHistory;Diplas2026_DOEInjection;ESR_Alkhowaildi2025_082;ESR_Celaya2024_100;ESR_Chan2024_124;ESR_Chen2023_229;ESR_Chen2024_119;ESR_Falola2024_123;ESR_Ganesh2024_070;ESR_Hassani2024_118;ESR_Kadeethum2024_128;ESR_Kanakaki2025_045;ESR_Lima2019_267;ESR_Liu2025_121;ESR_Lozano2025_215;ESR_Nunez2023_166;ESR_Owusu2025_086;ESR_Park2025_223;ESR_Pawar2023_168;ESR_Qiao2025_125;ESR_Sekar2025_239;ESR_Singh2025_084;ESR_Tang2024_135;ESR_Tariq2023_174;ESR_Wu2025_042;ESR_Zhang2025_115;ESR_Zheng2025_207;ESR_Zhou2026_127;Gahlot2025_DigitalShadow;Graham2020_BayesianGenerativeStorage;Han2024_HierarchicalMCMC;Jiang2024_DSIHistoryMatching;Lin2020_PressureLeakage;Lu2022_BayesianOptimization;Mo2018_EncoderDecoderUQ;Seabra2024_AIEnhancedDA;Shokouhi2021_PhysicsInformedSite;TARGET_DRLGeoRisk2026_214483;TARGET_JointInversion2023_2022JB025372;Tang2022_DLDataAssimilationForecasting;Tang2024_GNNFaulted;Teng2024_LikelihoodFreeDA;VoThanh2026_DigitalTwinGNN;Wang2025_4DHistoryMatching;Wen2021_CCSNet;Wen2021_PlumeDNN;Wen2022_UFNO;Wen2023_NestedFNO;Witte2023_WNO;Yan2021_RobustDLWorkflow;Yehia2026_E2CORL;Yin2022_XAILeakage;Zhang2021_LearningInversionFreeForecast;Zhong2019_PressureAnomaly,Arafath2025_MalayBasinML;Attanasi2025_ResourceML;Baek2023_WellboreLeakage;Crain2023_MonitoringHistory;Diplas2026_DOEInjection;ESR_Alkhowaildi2025_082;ESR_Celaya2024_100;ESR_Chan2024_124;ESR_Chen2023_229;ESR_Chen2024_119;ESR_Falola2024_123;ESR_Ganesh2024_070;ESR_Hassani2024_118;ESR_Kadeethum2024_128;ESR_Kanakaki2025_045;ESR_Lima2019_267;ESR_Liu2025_121;ESR_Lozano2025_215;ESR_Mishra2022_076;ESR_Moncada2025_046;ESR_Nunez2023_166;ESR_Owusu2025_086;ESR_Park2025_223;ESR_Pawar2023_168;ESR_Qiao2025_125;ESR_RefNone_173;ESR_Sekar2025_239;ESR_Singh2025_084;ESR_Tang2022_226;ESR_Tang2024_135;ESR_Tariq2023_174;ESR_Um2024_091;ESR_Vishal2025_213;ESR_Wang2024_089;ESR_Wu2025_042;ESR_Zhang2025_115;ESR_Zhang2025_178;ESR_Zheng2025_207;ESR_Zhou2026_127;Gahlot2025_DigitalShadow;Graham2020_BayesianGenerativeStorage;Han2024_HierarchicalMCMC;Jiang2024_DSIHistoryMatching;Leong2024_SeisCO2Net;Lin2020_PressureLeakage;Lu2022_BayesianOptimization;Lu2025_GISMLSite;Mo2018_EncoderDecoderUQ;Nassabeh2024_OffshoreSite;Seabra2024_AIEnhancedDA;Shokouhi2021_PhysicsInformedSite;TARGET_DRLGeoRisk2026_214483;TARGET_JointInversion2023_2022JB025372;Tang2022_DLDataAssimilationForecasting;Tang2024_GNNFaulted;Teng2024_LikelihoodFreeDA;VoThanh2026_DigitalTwinGNN;Wang2025_4DHistoryMatching;Wen2021_CCSNet;Wen2021_PlumeDNN;Wen2022_UFNO;Wen2023_NestedFNO;Witte2023_WNO;Yan2021_RobustDLWorkflow;Yehia2026_E2CORL;Yin2022_XAILeakage;Zhang2021_LearningInversionFreeForecast;Zhong2019_PressureAnomaly
WP9.8-R1-AUTHOR-VERIFIED-2026-08-01,author_verified_wp9_8_r1_controlled_integration,corpus_scope,all_verified_primary,score_ge3::field_evidence_score,70,6,69,1,0.087,0.086,0.040,0.177,Arafath2025_MalayBasinML;ESR_Mishra2022_076;ESR_Vishal2025_213;ESR_Wang2024_089;ESR_Zhang2025_178;Lu2025_GISMLSite,Arafath2025_MalayBasinML;Attanasi2025_ResourceML;Baek2023_WellboreLeakage;Crain2023_MonitoringHistory;Diplas2026_DOEInjection;ESR_Alkhowaildi2025_082;ESR_Celaya2024_100;ESR_Chan2024_124;ESR_Chen2023_229;ESR_Chen2024_119;ESR_Falola2024_123;ESR_Ganesh2024_070;ESR_Hassani2024_118;ESR_Kadeethum2024_128;ESR_Kanakaki2025_045;ESR_Lima2019_267;ESR_Lozano2025_215;ESR_Meng2025_211;ESR_Mishra2022_076;ESR_Moncada2025_046;ESR_Nunez2023_166;ESR_Owusu2025_086;ESR_Park2025_223;ESR_Pawar2023_168;ESR_Qiao2025_125;ESR_RefNone_173;ESR_Sekar2025_239;ESR_Singh2025_084;ESR_Tang2022_226;ESR_Tang2024_135;ESR_Tariq2023_174;ESR_Um2024_091;ESR_Um2024_104;ESR_Vishal2025_213;ESR_Wang2024_089;ESR_Wu2025_042;ESR_Zhang2025_115;ESR_Zhang2025_178;ESR_Zheng2025_207;ESR_Zhou2026_127;Gahlot2025_DigitalShadow;Graham2020_BayesianGenerativeStorage;Han2024_HierarchicalMCMC;Jiang2024_DSIHistoryMatching;Leong2024_SeisCO2Net;Lin2020_PressureLeakage;Lu2022_BayesianOptimization;Lu2025_GISMLSite;Mo2018_EncoderDecoderUQ;Nassabeh2024_OffshoreSite;Seabra2024_AIEnhancedDA;Shokouhi2021_PhysicsInformedSite;TARGET_DRLGeoRisk2026_214483;TARGET_JointInversion2023_2022JB025372;Tang2022_DLDataAssimilationForecasting;Tang2024_GNNFaulted;Teng2024_LikelihoodFreeDA;VoThanh2026_DigitalTwinGNN;Wang2025_4DHistoryMatching;Wen2021_CCSNet;Wen2021_PlumeDNN;Wen2022_UFNO;Wen2023_NestedFNO;Witte2023_WNO;Yan2021_RobustDLWorkflow;Yehia2026_E2CORL;Yin2022_XAILeakage;Zhang2021_LearningInversionFreeForecast;Zhong2019_PressureAnomaly
WP9.8-R1-AUTHOR-VERIFIED-2026-08-01,author_verified_wp9_8_r1_controlled_integration,corpus_scope,all_verified_primary,score_ge3::physical_consistency_score,70,41,70,0,0.586,0.586,0.469,0.694,Baek2023_WellboreLeakage;Crain2023_MonitoringHistory;Diplas2026_DOEInjection;ESR_Chan2024_124;ESR_Chen2024_119;ESR_Falola2024_123;ESR_Kanakaki2025_045;ESR_Lozano2025_215;ESR_Meng2025_211;ESR_Nunez2023_166;ESR_Park2025_223;ESR_Tang2022_226;ESR_Tang2024_135;ESR_Tariq2023_174;ESR_Um2024_091;ESR_Um2024_104;ESR_Zhang2025_115;ESR_Zhang2025_178;ESR_Zheng2025_207;ESR_Zhou2026_127;Gahlot2025_DigitalShadow;Han2024_HierarchicalMCMC;Jiang2024_DSIHistoryMatching;Leong2024_SeisCO2Net;Lu2022_BayesianOptimization;Mo2018_EncoderDecoderUQ;Seabra2024_AIEnhancedDA;TARGET_DRLGeoRisk2026_214483;TARGET_JointInversion2023_2022JB025372;Tang2022_DLDataAssimilationForecasting;Tang2024_GNNFaulted;Teng2024_LikelihoodFreeDA;VoThanh2026_DigitalTwinGNN;Wang2025_4DHistoryMatching;Wen2021_CCSNet;Wen2021_PlumeDNN;Wen2022_UFNO;Wen2023_NestedFNO;Witte2023_WNO;Yan2021_RobustDLWorkflow;Yin2022_XAILeakage,Arafath2025_MalayBasinML;Attanasi2025_ResourceML;Baek2023_WellboreLeakage;Crain2023_MonitoringHistory;Diplas2026_DOEInjection;ESR_Alkhowaildi2025_082;ESR_Celaya2024_100;ESR_Chan2024_124;ESR_Chen2023_229;ESR_Chen2024_119;ESR_Falola2024_123;ESR_Ganesh2024_070;ESR_Hassani2024_118;ESR_Kadeethum2024_128;ESR_Kanakaki2025_045;ESR_Lima2019_267;ESR_Liu2025_121;ESR_Lozano2025_215;ESR_Meng2025_211;ESR_Mishra2022_076;ESR_Moncada2025_046;ESR_Nunez2023_166;ESR_Owusu2025_086;ESR_Park2025_223;ESR_Pawar2023_168;ESR_Qiao2025_125;ESR_RefNone_173;ESR_Sekar2025_239;ESR_Singh2025_084;ESR_Tang2022_226;ESR_Tang2024_135;ESR_Tariq2023_174;ESR_Um2024_091;ESR_Um2024_104;ESR_Vishal2025_213;ESR_Wang2024_089;ESR_Wu2025_042;ESR_Zhang2025_115;ESR_Zhang2025_178;ESR_Zheng2025_207;ESR_Zhou2026_127;Gahlot2025_DigitalShadow;Graham2020_BayesianGenerativeStorage;Han2024_HierarchicalMCMC;Jiang2024_DSIHistoryMatching;Leong2024_SeisCO2Net;Lin2020_PressureLeakage;Lu2022_BayesianOptimization;Lu2025_GISMLSite;Mo2018_EncoderDecoderUQ;Nassabeh2024_OffshoreSite;Seabra2024_AIEnhancedDA;Shokouhi2021_PhysicsInformedSite;TARGET_DRLGeoRisk2026_214483;TARGET_JointInversion2023_2022JB025372;Tang2022_DLDataAssimilationForecasting;Tang2024_GNNFaulted;Teng2024_LikelihoodFreeDA;VoThanh2026_DigitalTwinGNN;Wang2025_4DHistoryMatching;Wen2021_CCSNet;Wen2021_PlumeDNN;Wen2022_UFNO;Wen2023_NestedFNO;Witte2023_WNO;Yan2021_RobustDLWorkflow;Yehia2026_E2CORL;Yin2022_XAILeakage;Zhang2021_LearningInversionFreeForecast;Zhong2019_PressureAnomaly
WP9.8-R1-AUTHOR-VERIFIED-2026-08-01,author_verified_wp9_8_r1_controlled_integration,corpus_scope,all_verified_primary,score_ge3::uncertainty_score,70,13,63,7,0.206,0.186,0.125,0.322,Crain2023_MonitoringHistory;ESR_Lozano2025_215;ESR_Tang2022_226;Gahlot2025_DigitalShadow;Han2024_HierarchicalMCMC;Jiang2024_DSIHistoryMatching;Mo2018_EncoderDecoderUQ;Seabra2024_AIEnhancedDA;Tang2022_DLDataAssimilationForecasting;Teng2024_LikelihoodFreeDA;VoThanh2026_DigitalTwinGNN;Wang2025_4DHistoryMatching;Zhang2021_LearningInversionFreeForecast,Arafath2025_MalayBasinML;Attanasi2025_ResourceML;Baek2023_WellboreLeakage;Crain2023_MonitoringHistory;Diplas2026_DOEInjection;ESR_Alkhowaildi2025_082;ESR_Celaya2024_100;ESR_Chan2024_124;ESR_Chen2023_229;ESR_Chen2024_119;ESR_Falola2024_123;ESR_Ganesh2024_070;ESR_Hassani2024_118;ESR_Kadeethum2024_128;ESR_Kanakaki2025_045;ESR_Lozano2025_215;ESR_Meng2025_211;ESR_Mishra2022_076;ESR_Moncada2025_046;ESR_Nunez2023_166;ESR_Park2025_223;ESR_Pawar2023_168;ESR_RefNone_173;ESR_Tang2022_226;ESR_Tang2024_135;ESR_Tariq2023_174;ESR_Um2024_091;ESR_Um2024_104;ESR_Vishal2025_213;ESR_Wang2024_089;ESR_Wu2025_042;ESR_Zhang2025_115;ESR_Zhang2025_178;ESR_Zheng2025_207;ESR_Zhou2026_127;Gahlot2025_DigitalShadow;Graham2020_BayesianGenerativeStorage;Han2024_HierarchicalMCMC;Jiang2024_DSIHistoryMatching;Leong2024_SeisCO2Net;Lin2020_PressureLeakage;Lu2022_BayesianOptimization;Lu2025_GISMLSite;Mo2018_EncoderDecoderUQ;Nassabeh2024_OffshoreSite;Seabra2024_AIEnhancedDA;Shokouhi2021_PhysicsInformedSite;TARGET_DRLGeoRisk2026_214483;TARGET_JointInversion2023_2022JB025372;Tang2022_DLDataAssimilationForecasting;Tang2024_GNNFaulted;Teng2024_LikelihoodFreeDA;VoThanh2026_DigitalTwinGNN;Wang2025_4DHistoryMatching;Wen2021_CCSNet;Wen2021_PlumeDNN;Wen2022_UFNO;Wen2023_NestedFNO;Witte2023_WNO;Yan2021_RobustDLWorkflow;Yin2022_XAILeakage;Zhang2021_LearningInversionFreeForecast;Zhong2019_PressureAnomaly
WP9.8-R1-AUTHOR-VERIFIED-2026-08-01,author_verified_wp9_8_r1_controlled_integration,corpus_scope,all_verified_primary,score_ge3::transferability_score,70,6,62,8,0.097,0.086,0.045,0.195,ESR_Wu2025_042;Leong2024_SeisCO2Net;Lin2020_PressureLeakage;Seabra2024_AIEnhancedDA;Tang2022_DLDataAssimilationForecasting;Zhong2019_PressureAnomaly,Arafath2025_MalayBasinML;Attanasi2025_ResourceML;Baek2023_WellboreLeakage;Crain2023_MonitoringHistory;Diplas2026_DOEInjection;ESR_Alkhowaildi2025_082;ESR_Celaya2024_100;ESR_Chan2024_124;ESR_Chen2023_229;ESR_Chen2024_119;ESR_Falola2024_123;ESR_Ganesh2024_070;ESR_Hassani2024_118;ESR_Kadeethum2024_128;ESR_Kanakaki2025_045;ESR_Lozano2025_215;ESR_Meng2025_211;ESR_Mishra2022_076;ESR_Moncada2025_046;ESR_Nunez2023_166;ESR_Park2025_223;ESR_Pawar2023_168;ESR_RefNone_173;ESR_Tang2022_226;ESR_Tang2024_135;ESR_Tariq2023_174;ESR_Um2024_091;ESR_Um2024_104;ESR_Vishal2025_213;ESR_Wang2024_089;ESR_Wu2025_042;ESR_Zhang2025_115;ESR_Zhang2025_178;ESR_Zheng2025_207;ESR_Zhou2026_127;Gahlot2025_DigitalShadow;Han2024_HierarchicalMCMC;Jiang2024_DSIHistoryMatching;Leong2024_SeisCO2Net;Lin2020_PressureLeakage;Lu2022_BayesianOptimization;Lu2025_GISMLSite;Mo2018_EncoderDecoderUQ;Nassabeh2024_OffshoreSite;Seabra2024_AIEnhancedDA;Shokouhi2021_PhysicsInformedSite;TARGET_DRLGeoRisk2026_214483;TARGET_JointInversion2023_2022JB025372;Tang2022_DLDataAssimilationForecasting;Tang2024_GNNFaulted;Teng2024_LikelihoodFreeDA;VoThanh2026_DigitalTwinGNN;Wang2025_4DHistoryMatching;Wen2021_CCSNet;Wen2021_PlumeDNN;Wen2022_UFNO;Wen2023_NestedFNO;Witte2023_WNO;Yan2021_RobustDLWorkflow;Yin2022_XAILeakage;Zhang2021_LearningInversionFreeForecast;Zhong2019_PressureAnomaly
WP9.8-R1-AUTHOR-VERIFIED-2026-08-01,author_verified_wp9_8_r1_controlled_integration,corpus_scope,all_verified_primary,score_ge3::decision_readiness_score,70,8,70,0,0.114,0.114,0.059,0.210,Crain2023_MonitoringHistory;Diplas2026_DOEInjection;ESR_Tang2022_226;Lin2020_PressureLeakage;Lu2022_BayesianOptimization;TARGET_DRLGeoRisk2026_214483;Wang2025_4DHistoryMatching;Zhong2019_PressureAnomaly,Arafath2025_MalayBasinML;Attanasi2025_ResourceML;Baek2023_WellboreLeakage;Crain2023_MonitoringHistory;Diplas2026_DOEInjection;ESR_Alkhowaildi2025_082;ESR_Celaya2024_100;ESR_Chan2024_124;ESR_Chen2023_229;ESR_Chen2024_119;ESR_Falola2024_123;ESR_Ganesh2024_070;ESR_Hassani2024_118;ESR_Kadeethum2024_128;ESR_Kanakaki2025_045;ESR_Lima2019_267;ESR_Liu2025_121;ESR_Lozano2025_215;ESR_Meng2025_211;ESR_Mishra2022_076;ESR_Moncada2025_046;ESR_Nunez2023_166;ESR_Owusu2025_086;ESR_Park2025_223;ESR_Pawar2023_168;ESR_Qiao2025_125;ESR_RefNone_173;ESR_Sekar2025_239;ESR_Singh2025_084;ESR_Tang2022_226;ESR_Tang2024_135;ESR_Tariq2023_174;ESR_Um2024_091;ESR_Um2024_104;ESR_Vishal2025_213;ESR_Wang2024_089;ESR_Wu2025_042;ESR_Zhang2025_115;ESR_Zhang2025_178;ESR_Zheng2025_207;ESR_Zhou2026_127;Gahlot2025_DigitalShadow;Graham2020_BayesianGenerativeStorage;Han2024_HierarchicalMCMC;Jiang2024_DSIHistoryMatching;Leong2024_SeisCO2Net;Lin2020_PressureLeakage;Lu2022_BayesianOptimization;Lu2025_GISMLSite;Mo2018_EncoderDecoderUQ;Nassabeh2024_OffshoreSite;Seabra2024_AIEnhancedDA;Shokouhi2021_PhysicsInformedSite;TARGET_DRLGeoRisk2026_214483;TARGET_JointInversion2023_2022JB025372;Tang2022_DLDataAssimilationForecasting;Tang2024_GNNFaulted;Teng2024_LikelihoodFreeDA;VoThanh2026_DigitalTwinGNN;Wang2025_4DHistoryMatching;Wen2021_CCSNet;Wen2021_PlumeDNN;Wen2022_UFNO;Wen2023_NestedFNO;Witte2023_WNO;Yan2021_RobustDLWorkflow;Yehia2026_E2CORL;Yin2022_XAILeakage;Zhang2021_LearningInversionFreeForecast;Zhong2019_PressureAnomaly
WP9.8-R1-AUTHOR-VERIFIED-2026-08-01,author_verified_wp9_8_r1_controlled_integration,corpus_scope,all_verified_primary,direct_field_validation,70,6,61,9,0.098,0.086,0.046,0.198,Arafath2025_MalayBasinML;ESR_Mishra2022_076;ESR_Vishal2025_213;ESR_Wang2024_089;ESR_Zhang2025_178;Lu2025_GISMLSite,Arafath2025_MalayBasinML;Attanasi2025_ResourceML;Baek2023_WellboreLeakage;Crain2023_MonitoringHistory;Diplas2026_DOEInjection;ESR_Alkhowaildi2025_082;ESR_Chan2024_124;ESR_Chen2023_229;ESR_Chen2024_119;ESR_Falola2024_123;ESR_Ganesh2024_070;ESR_Hassani2024_118;ESR_Kadeethum2024_128;ESR_Kanakaki2025_045;ESR_Lozano2025_215;ESR_Meng2025_211;ESR_Mishra2022_076;ESR_Moncada2025_046;ESR_Nunez2023_166;ESR_Park2025_223;ESR_Pawar2023_168;ESR_RefNone_173;ESR_Tang2022_226;ESR_Tang2024_135;ESR_Tariq2023_174;ESR_Um2024_091;ESR_Um2024_104;ESR_Vishal2025_213;ESR_Wang2024_089;ESR_Wu2025_042;ESR_Zhang2025_115;ESR_Zhang2025_178;ESR_Zheng2025_207;ESR_Zhou2026_127;Gahlot2025_DigitalShadow;Han2024_HierarchicalMCMC;Jiang2024_DSIHistoryMatching;Leong2024_SeisCO2Net;Lin2020_PressureLeakage;Lu2022_BayesianOptimization;Lu2025_GISMLSite;Mo2018_EncoderDecoderUQ;Nassabeh2024_OffshoreSite;Seabra2024_AIEnhancedDA;Shokouhi2021_PhysicsInformedSite;TARGET_DRLGeoRisk2026_214483;TARGET_JointInversion2023_2022JB025372;Tang2022_DLDataAssimilationForecasting;Tang2024_GNNFaulted;Teng2024_LikelihoodFreeDA;VoThanh2026_DigitalTwinGNN;Wang2025_4DHistoryMatching;Wen2021_CCSNet;Wen2021_PlumeDNN;Wen2022_UFNO;Wen2023_NestedFNO;Witte2023_WNO;Yan2021_RobustDLWorkflow;Yin2022_XAILeakage;Zhang2021_LearningInversionFreeForecast;Zhong2019_PressureAnomaly
WP9.8-R1-AUTHOR-VERIFIED-2026-08-01,author_verified_wp9_8_r1_controlled_integration,corpus_scope,all_verified_primary,controlled_release_ml_validation,70,5,61,9,0.082,0.071,0.036,0.178,ESR_Wang2024_089;ESR_Zhang2025_178;Leong2024_SeisCO2Net;Lin2020_PressureLeakage;Zhong2019_PressureAnomaly,Arafath2025_MalayBasinML;Attanasi2025_ResourceML;Baek2023_WellboreLeakage;Crain2023_MonitoringHistory;Diplas2026_DOEInjection;ESR_Alkhowaildi2025_082;ESR_Chan2024_124;ESR_Chen2023_229;ESR_Chen2024_119;ESR_Falola2024_123;ESR_Ganesh2024_070;ESR_Hassani2024_118;ESR_Kadeethum2024_128;ESR_Kanakaki2025_045;ESR_Lozano2025_215;ESR_Meng2025_211;ESR_Mishra2022_076;ESR_Moncada2025_046;ESR_Nunez2023_166;ESR_Park2025_223;ESR_Pawar2023_168;ESR_RefNone_173;ESR_Tang2022_226;ESR_Tang2024_135;ESR_Tariq2023_174;ESR_Um2024_091;ESR_Um2024_104;ESR_Vishal2025_213;ESR_Wang2024_089;ESR_Wu2025_042;ESR_Zhang2025_115;ESR_Zhang2025_178;ESR_Zheng2025_207;ESR_Zhou2026_127;Gahlot2025_DigitalShadow;Han2024_HierarchicalMCMC;Jiang2024_DSIHistoryMatching;Leong2024_SeisCO2Net;Lin2020_PressureLeakage;Lu2022_BayesianOptimization;Lu2025_GISMLSite;Mo2018_EncoderDecoderUQ;Nassabeh2024_OffshoreSite;Seabra2024_AIEnhancedDA;Shokouhi2021_PhysicsInformedSite;TARGET_DRLGeoRisk2026_214483;TARGET_JointInversion2023_2022JB025372;Tang2022_DLDataAssimilationForecasting;Tang2024_GNNFaulted;Teng2024_LikelihoodFreeDA;VoThanh2026_DigitalTwinGNN;Wang2025_4DHistoryMatching;Wen2021_CCSNet;Wen2021_PlumeDNN;Wen2022_UFNO;Wen2023_NestedFNO;Witte2023_WNO;Yan2021_RobustDLWorkflow;Yin2022_XAILeakage;Zhang2021_LearningInversionFreeForecast;Zhong2019_PressureAnomaly
